Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDW58,1881.1986360069332,OUT049
FDW14,1603.2622734891743,OUT017
NCN55,1837.7571633209818,OUT010
FDQ58,2572.5130985160795,OUT017
FDY38,5081.478410417531,OUT027
FDH56,1932.6824161813404,OUT046
FDL48,675.9430398502129,OUT018
FDC48,2801.139825215013,OUT027
FDN33,1540.8325117453332,OUT045
FDA36,3046.906225981419,OUT017
FDT44,2005.732837276235,OUT017
FDQ56,1352.4357029822675,OUT045
NCC54,1811.8524638214421,OUT019
FDU11,2067.298436785735,OUT049
DRL59,958.2018104187416,OUT013
FDM24,2545.9568501999306,OUT049
FDI57,3049.6230557070776,OUT045
DRC12,2728.392344612718,OUT018
NCM42,3191.412897416091,OUT027
FDA46,1127.595731572318,OUT010
FDA31,2777.1499976650334,OUT013
NCJ31,3796.802639918863,OUT035
FDG52,864.7302983844587,OUT046
NCL19,399.9562702814127,OUT019
FDS10,2992.0920173464765,OUT035
FDX22,1445.56153127777,OUT010
NCF19,989.2561233688036,OUT035
NCE06,2509.4078208607248,OUT046
DRC27,3759.0988931119364,OUT046
FDE21,2043.5553825004283,OUT035
NCR42,-1246.0054398022728,OUT019
FDX51,2836.6348956727547,OUT018
NCR06,512.5650699822294,OUT018
FDU31,4863.664252655452,OUT027
FDU59,2685.3310824658174,OUT017
FDR03,4682.011781186603,OUT027
FDS49,2772.6458575066194,OUT027
FDD48,-11.474378704593278,OUT010
NCF18,3073.7428354433214,OUT017
NCD43,3102.274413895184,OUT027
NCD54,2003.5338736069898,OUT018
FDY19,24.077917448865833,OUT010
NCY54,2776.2713868776646,OUT017
NCL19,2027.9012038226715,OUT018
FDP23,1513.7276399327493,OUT010
FDC26,1842.618033509157,OUT013
FDR14,-942.32430513324,OUT010
NCS41,2993.336910429257,OUT035
FDF41,3961.5459883717513,OUT035
FDU34,2005.9391789126475,OUT046
DRH11,973.363001126325,OUT046
FDM03,1762.7164319905598,OUT013
FDS31,2990.640346026589,OUT017
FDJ20,2106.7126695675474,OUT017
FDV44,4428.930939333812,OUT027
FDG02,3076.514554569046,OUT049
FDA09,2877.817167035804,OUT013
FDT04,756.4494468209775,OUT013
FDL58,2229.1815147676125,OUT019
FDE52,1485.7283898428561,OUT045
FDW12,2498.2359752334423,OUT035
FDL51,3494.273272806563,OUT017
NCY42,3664.122161632731,OUT027
FDR07,1695.033787519642,OUT017
FDN40,2354.7900926164366,OUT045
FDB35,2966.0799313465245,OUT027
FDA22,2712.251071338552,OUT017
NCL06,4015.427625461665,OUT046
FDI35,2891.0205498286246,OUT013
NCW42,3357.118556766509,OUT045
NCX06,2918.538265699916,OUT049
FDC37,3199.5453044252067,OUT027
FDZ14,1753.9689447512392,OUT018
DRG49,3871.23634399431,OUT049
NCG06,3877.8652489143915,OUT045
DRC36,2694.6154959309956,OUT045
FDV21,91.65955233399677,OUT019
FDB53,2337.9806496511887,OUT046
DRP47,1972.5280704263391,OUT019
FDA14,2350.074867035795,OUT013
DRC24,2554.6274509239374,OUT035
FDW21,1443.4614265954037,OUT018
NCH29,1577.4996740388651,OUT046
FDU58,3043.122591932038,OUT013
FDY27,2902.2766206641036,OUT017
FDV56,1974.6862784928044,OUT035
FDT59,3587.083364112504,OUT046
FDB23,3556.436404927414,OUT046
FDR49,763.2583054657293,OUT045
FDB03,1868.7680613863267,OUT010
FDN39,2602.5265923709185,OUT045
FDX02,4895.343737275752,OUT027
FDQ16,3191.9451531332384,OUT027
FDU35,1365.1308647150186,OUT018
NCT29,1978.8325667570573,OUT013
FDZ27,883.288663840207,OUT046
FDN57,2347.066308935334,OUT017
FDA03,2101.047364554915,OUT018
FDZ36,2890.094427532963,OUT045
NCU05,1373.2075330903226,OUT013
FDT39,2190.558740642071,OUT018
FDK60,1735.3779702026645,OUT017
FDZ25,2821.9038454225865,OUT017
FDG12,2022.0079566655827,OUT046
DRB01,1098.269366841343,OUT019
NCC43,5260.507803270796,OUT027
FDX13,1985.748558136469,OUT019
FDM22,1098.3236977993943,OUT049
FDJ03,2348.9947371426356,OUT027
FDU14,3607.1293331555285,OUT018
FDB33,664.2711845074596,OUT010
FDP27,2964.9341280091344,OUT046
FDO38,-583.3176107404944,OUT010
FDE28,5044.734204140289,OUT027
FDO27,1723.788209337853,OUT035
DRL23,3163.9487299986154,OUT027
FDS28,1020.6300635882852,OUT046
FDX24,1583.5752425938272,OUT013
FDZ02,1779.2207849717297,OUT035
FDL46,1837.6371063939007,OUT045
FDS60,4246.140585650084,OUT027
NCO06,711.8907557498061,OUT017
FDO16,1571.3733425598268,OUT035
FDC60,1583.4825074558762,OUT049
FDA48,3144.4945767793174,OUT018
FDZ36,4386.103142132887,OUT027
FDK27,1903.863327085269,OUT045
FDW23,465.7668241729896,OUT018
FDM14,1543.5711862353783,OUT018
FDM14,1817.1751398550682,OUT013
FDW60,2583.798084818279,OUT018
FDE21,1935.9930928431054,OUT013
NCM42,1904.9482588352105,OUT035
FDY59,-309.84552063588006,OUT010
DRI49,1411.1546503659429,OUT049
FDT28,537.2042904797805,OUT019
FDQ22,494.54865042586357,OUT018
